,id,name,tag_1,tag_2,tag_3,all_tags,peak_year,listen_count
368,368,å®å¤ç°ãã«ã«,jpop,japanese,pop,"['specialsto3mmey', 'weeabo', 'club', 'jpop', 'japanesey', 'female', 'japanese', 'vocalist', 'femalevocalists', 'dance', 'albumsiown', 'piano', 'mellow', 'inspiration', 'fantasticlyrics', 'ongaku', 'translationpractice', 'pop', 'beautiful', 'japanesepop', 'legendary', 'reallytalentedfemaleartistwhodoesntrelyonhersexualitytogainsuccess', 'utadahikaru', 'ojsh', 'espopmama', 'jpopjapanesejpoppopfemalevocalistsjapanjapanesemusicasian', '00s', '2006', '2003', 'femalevocalist', 'asian', 'favorites', '2008', 'japan', 'japanesemusic', 'asianpop', 'jmusic', 'jpopfavorites']",2008,37
369,369,æµå´ããã¿,jpop,japanese,femalevocalists,"['jpop', 'itcouldbesomuchbetter', 'ifthiswereapokemoniwouldcatchit', 'femalevocalists', 'japanese', 'japanesepop', 'japanesetrance', 'evenbetterlive', 'electronic', 'pop', 'asian', 'electro', 'danceable', 'mysterious', 'summer', 'happy', 'jpopjapanesejpoppopanimejrockfemalevocalistsjapanesemusic', 'ayumihamasaki', 'avextrax', 'anime', 'femalevocalist', 'epic', '90s', 'favorites', '2008', '2010', '2009', 'cute', 'japan', 'japanesemusic', 'eurobeat', 'asianpop', 'jmusic', 'ayu', 'jpopfavorites', '3']",2010,37
370,370,UVERworld,jrock,japanese,jpop,"['specialsto3mmey', 'jrock', 'jpop', 'japanese', 'soundtrack', 'anime']",2008,5
371,371,Linkin Park,rock,numetal,alternativerock,"['rock', 'specialsto3mmey', 'alternativerock', 'alternative', 'numetal', 'childhood', 'hiphop', 'electronica', 'greatcover', 'mellow', 'metal', 'metalcore', 'melodicdeathmetal', 'postgrunge', 'modernmetal', 'freestyle', 'favmalesingers', 'acoustic', 'love', 'atmospheric', 'instrumental', 'epic', 'awesome', 'hypnotic', 'energetic', 'linkinpark', 'crazy', 'dinlenirbu', 'electronic', '00s', 'american', 'sexy', 'malevocalists', 'usa', 'piano', 'top40', 'chill', 'pop', 'favesongsever', 'punk', 'alternativemetal', 'hardrock', 'rap', 'ballad', 'favorites', 'sad', 'addictive', 'loveatfirstlisten', 'top20', 'ouifm', 'guerilla', 'rapcore', 'oldschool', 'exlove', 'poprock', 'greatmemorieswithmysiss', 'seenlive', 'alltimefavorite', 'nice', 'jr', 'madreamcametrue', '2000', '2009', '2007', '2004', '2003', 'favorite', 'lp', 'progressiverock', 'twilight']",2009,280
372,372,Evanescence,rock,femalevocalists,gothic,"['alternative', 'gothicrock', 'rock', 'alternativerock', 'gothic', 'femalevocalists', 'melancholic', 'beautiful', 'american', 'loveit', 'ballad', 'dark', 'depressive', 'perfect', 'thebest', 'musictocry', 'sadandslow', 'perfectlyrics', 'pianorock', 'rockballad', 'femalevocal', '3', 'loveatfirstlisten', 'excellentreasonforcrying', 'nostalgic', 'pasttense', 'sad', 'metal', 'gothicmetal', 'emo', 'soundtrack', 'awesome', 'favorites', 'poprock', 'singersongwriter', 'classicrock', 'country', 'diva', '90s', 'cool', 'favouritesongs', 'charmed', 'alternativemetal', 'piano', 'vocal', 'top20', 'orchestral', 'choral', 'evanescence', 'acoustic', '4m4zinq', 'hardrock', 'numetal', 'amylee', 'prejebeno', 'bolno', 'atmospheric', 'amazing', 'haunting', 'hypnotic', 'favoriteartists', 'greatlyricists', 'terriblybeautiful', 'female', 'relaxing', 'deep', 'femmefrontedmetal', 'nicefemalevocal', 'lunic', 'femalevocalist', 'melodicrock', 'hans', 'makesmecry', 'pop', 'femalevocals', 'femalevoices', 'psychedelicrock', '00s', 'usa', '2006', '2003', 'masterpiece', 'effy', 'chillout', 'newwave', 'electronic', 'ethereal', 'melancholy', 'industrial', 'winter', 'sexy', 'powerpop', 'love', 'femalefrontedmetal', 'goth', 'darkrock', 'modernrock', 'femalefronted', 'enchanting', 'epic', 'epicrock', 'albumsiown', 'tiger', 'mine', 'windsofsoul']",2007,226
373,373,ä¸­å³¶ç¾å,jpop,japanese,femalevocalists,"['specialsto3mmey', 'jpop', 'jpopjapanesepopjpopfemalevocalistsjazzjapanesemusicjrock', 'japanese', 'pop', 'femalevocalists', 'asian', 'favorites', '2009', 'jazz']",2011,9
374,374,Blackmore's Night,folk,rock,femalevocalists,"['folk', 'rock', 'pagan', 'medieval', 'femalevocalists', 'celtic', 'titleisafullsentence', 'coversthatareactuallygood', 'femalevocalistsiactuallylike', 'insaneclassicalmotives', 'renaissancenewage', 'ezbeni']",2007,13
375,375,C.N.BLUE,korean,malevocalists,kpop,"['malevocalists', 'asian', 'korean', 'korea', 'kpop', 'rock']",2010,3
376,376,BUCK-TICK,visualkei,jrock,japanese,"['visualkei', 'jrock', 'japanese']",2006,3
377,377,Bad Religion,punk,punkrock,rock,"['rock', 'alternative', 'punk', 'punkrock', 'poppunk', 'hardcore', 'political', 'american', 'melodichardcore', 'seenlive', '90s', 'classic', 'hardcorepunk', 'thebestofbadreligion', 'lefties']",2008,46
378,378,Fairuz,arabic,worldmusic,singersongwriter,"['arabic', 'worldmusic', 'singersongwriter', 'world', 'lebanese', 'voiceofbeirut']",2007,6
379,379,T.M.Revolution,jpop,japanese,jrock,"['jpop', 'jrock', 'japanese', 'anime']",2010,2
380,380,Cascada,dance,femalevocalists,pop,"['pop', 'trance', 'dance', 'femalevocalists', 'techno', 'electropop', 'covers', 'vocaltrance', 'femalevocalist', '00s', 'catchy', 'female', 'dancemusic', 'singalong', 'dance00s', 'soul', 'german', 'popular', 'favorites', 'dancepop', 'cascada', 'electronic', 'synthpop', 'disco', 'fun', 'party', 'glam', 'hot', 'loveit', 'partytime', 'popsingles', 'popcovers', 'summersong', 'greatmemorieswithmysiss', 'ohsocatchy', 'loved', 'amazing', 'iaminlovewiththissong', 'hyper', 'ilovedancingabouttothislikeacompleteandutteridiot', 'dancetrance', 'germany', '2008', '2006', '2009', '2004', 'chav', 'femalevoices', 'melroseplace', 'cute']",2010,81
381,381,TRAX,korean,specialsto3mmey,korean,"['specialsto3mmey', 'korean']",2008,1
382,382,B2ST,kpop,korean,kpop,"['kpop', 'korean']",2010,11
383,383,Enya,newage,ambient,femalevocalists,"['newage', 'newag', 'chillout', 'ambient', 'downtempo', 'ethereal', 'femalevocalists', 'soundtrack', 'acoustic', 'mellow', 'relaxing', 'chill', 'medieval', 'christmasblend', 'rain', 'pagan', 'pop', 'emo', 'classical', 'celtic', 'charmed', 'female', 'vocal', 'irish', 'synthpop', 'instrumental', 'christmas', '80s', 'electronic', 'worldmusic', 'relaxmusic', 'tinosoft', 'eire']",2009,48
384,384,GACKT,jrock,visualkei,jpop,"['jrock', 'jpop', 'visualkei', 'japanese', 'favorites', 'ballad', 'strings', 'betterthanladygaga']",2008,10
385,385,Sinamore,specialsto3mmey,gothicmetal,gothicrock,"['specialsto3mmey', 'gothicmetal', 'gothicrock', 'finnish']",2010,2
386,386,Remi Bandali,specialsto3mmey,specialsto3mmey,specialsto3mmey,['specialsto3mmey'],2008,1
387,387,Super Junior,kpop,korean,pop,"['pop', 'dance', 'kpop', 'hot', '3', '00s', 'amazing', 'sexy', 'malevocalists', 'asian', 'favorites', 'love', 'guiltypleasure', 'korean']",2010,11
388,388,å±±ä¸æºä¹,specialsto3mmey,jpop,asian,"['specialsto3mmey', 'jpop', 'asian', 'japanese', 'guysiwouldfuck', 'pleaseletmelickyou']",2011,4
389,389,NEWS,jpop,specialsto3mmey,johnnysentertainment,"['specialsto3mmey', 'jpop', 'johnnysentertainment', 'news', 'johnnys']",2006,4
390,390,L'Arc~en~Ciel,jrock,japanese,favorites,"['jrock', 'japanese', 'favorites', 'tinosoft', 'othergreattracks']",2011,15
391,391,é-MIYAVI-,jrock,visualkei,japanese,"['specialsto3mmey', 'jrock', 'visualkei', 'seenlive', 'japanese', 'rockalternative', 'visualkeinn', 'rockjapanese']",2008,8
392,392,www.DjFahad.com,specialsto3mmey,specialsto3mmey,specialsto3mmey,['specialsto3mmey'],2008,1
393,393,åµ,jpop,arashi,danceable,"['pop', 'dance', 'jpop', 'favorite', 'love', 'johnnysentertainment', 'groovy', 'arashi', 'danceable', 'japanese', 'je', 'johnnys']",2008,6
394,394,2NE1,dance,pop,girlgroup,"['pop', 'dance', 'girlgroup', 'kpop']",2009,23
395,395,RENTRER EN SOI,specialsto3mmey,visualkei,japaneserock,"['specialsto3mmey', 'visualkei', 'japaneserock']",2009,3
396,396,3mmey,specialsto3mmey,specialsto3mmey,specialsto3mmey,['specialsto3mmey'],2008,1
397,397,The All-American Rejects,rock,alternative,poppunk,"['rock', 'alternative', 'poppunk', 'poprock', 'punkrock', 'punkpop', 'miserable', 'punk', 'emo', '3', 'justmakesyoufeelgood', 'bouncy', 'alternativerock', 'malevocalists', 'britpop', 'love', 'electronic', 'indie', 'beautiful', '4m4zinq', 'f4nt4stic', 'catchy', 'power', 'soundtrack', 'coolas', 'summersong', 'thevampirediaries', 'allthebest', 'bestsongsofthe00s', 'ivegottobreathe', 'quetevallamalmalmalcuandomeveasgleeapestoso', 'softrock', 'illbeok', 'pop', 'favetracks', '00s', 'marissacooper', 'favorites', 'happy', 'cool', 'favoritesongs', 'legal', 'lifesucks', 'melroseplace', 'bestof2006', 'theallamericanrejects', 'allamericanrejects']",2010,75
398,398,ë°±ì§ì,kpop,korean,kpop,"['kpop', 'korean']",2010,3
399,399,The Rasmus,rock,alternative,alternativerock,"['specialsto3mmey', 'alternativerock', 'alternative', 'rock', 'amazing', 'loveatfirstlisten', 'classicrock', 'finnish', 'pop', 'cute', 'anetteolzon', 'therasmus', 'malevocalists', 'gothicrock', 'poprock', '00s', 'powerballads', 'titleisafullsentence', '2008', '2004', 'finland', '2003']",2010,39
400,400,HYDE,jrock,betterthanladygaga,rock,"['jrock', 'betterthanladygaga', 'rock', 'japanese']",2008,4
401,401,Akira Yamaoka,ambient,soundtrack,electronic,"['soundtrack', 'japanese', 'ambient', 'electronic', 'favoritesongs', 'experimental', 'electronica', 'instrumental', 'lostfreeq', 'newbeat', 'chefmusinum', 'jeanmarctoma', 'blue', 'triphop', 'videogamemusic', 'lovejapan', 'videogamesmusic', 'covers', 'chillout', 'darkambient']",2010,33
402,402,Crossfade,rock,alternativerock,alternative,"['metal', 'rock', 'alternative', 'punk', 'hardrock', 'alternativerock', 'awesome', 'postgrunge', 'numetal', 'american']",2008,11
403,403,G-Dragon,kpop,dance,korean,"['dance', 'kpop', 'malevocalists', 'idol', 'korean', 'performer', 'heartbreaker', 'star', 'bigbang', 'pop', 'hiphop', 'asian', 'songwriter', 'cute', 'eletronic', 'pleaseletmelickyou', 'eletropop', 'iwantinmybed', 'verynice', 'kdance', 'sosexy', 'nic', 'bb', 'krap']",2009,7
404,404,GD&TOP,kpop,hiphop,top,"['hiphop', 'kpop', 'top', 'gd', 'gdragon', 'pop', 'alternativehiphop', 'korean']",2011,4
405,405,Chinese mix,no_tags,,,[],2004,1
406,406,blink-182,punkrock,poppunk,alternative,"['poppunk', 'punk', 'punkrock', 'rock', 'alternativerock', 'poprock', 'punkpop', 'alternative', '3', 'amazing', 'excellentreasonforcrying', 'theseguysfuckingrule', 'weshouldbetogether', 'ihaveadefinitefavoritepartinthissong', 'livetrack', 'divorcedkidsanthem', 'brokenfamily', 'tomfoolery', 'romantic', 'pop', 'american', 'ballad', 'favorites', 'mellow', 'emotional', 'guiltypleasures', 'ballads', 'bringsbackmemories', 'drivingsongs', 'garagerock', 'seenlive', 'malevocals', 'cute', 'memories', 'lovedtracks', 'aliens', 'funnyd', 'titleissotrue', 'skatepunk', 'songsicannotlivewithout', 'hardrock', 'allthebest', 'bestsongsofthe00s', 'bestchristmassongs', 'blinkpunk', 'postrock', 'awesome', 'notemo', 'softrock', 'guiltypleasure', 'blink182', 'sad', 'wakeup', 'hyper', 'listenedmorethan10timesinarow', 'loveit', '00s', '90s', 'awesomeness']",2010,150
407,407,After School,korean,koreanpop,kpop,"['koreanpop', 'korean', 'kpop']",2009,5
408,408,Wasted Land,specialsto3mmey,specialsto3mmey,specialsto3mmey,['specialsto3mmey'],2008,1
409,409,Laith Al-Deen,german,deutsch,german,"['deutsch', 'german']",2007,1
410,410,The National,indierock,indie,alternative,"['alternative', 'indie', 'goodmusic', 'indierock', 'newyork', 'alternativerock', '00s', 'postpunk', 'malevocalists', 'rock', 'seenlive', 'postpunkrevival', 'godlikerhythm', 'postrock', 'prejebeno', 'sofuckinggood', 'indieluv', 'loveatfirstlisten', 'wanttoseelive', 'acoustic', 'beautiful', 'epic', 'awesome', 'folk', 'piano', '2010']",2010,55
411,411,Cordel do Fogo Encantado,alternative,brazilian,traditional,"['alternative', 'traditional', 'brasil', 'guitar', 'eclectic', 'percussion', 'multicultural', 'multikulti', 'multiculti', 'seenlive', 'indie', 'brazilian', 'mpb', 'macumbamusic']",2009,4
412,412,Sigur RÃ³s,ambient,postrock,alternative,"['goodmusic', 'postrock', 'ambient', 'alternative', 'indie', 'trance', 'nostalgic', 'orgasm', 'poetry', 'cosmogonic', 'abyss', 'experimental', 'icelandic', 'artrock', 'dreampop', 'electronica', 'electronic', 'ultimatefavorite', 'favourite', 'experimentalrock', 'musicformysoul', 'ethereal', 'rock', 'instrumental', 'beautiful', 'dreamy', 'intense', 'spacerock', 'straightupmodernrock', 'weirdness', 'falsetto', 'strings', 'soft', 'songsiveobsessedover', 'choir', 'choral', 'seenlive', 'feelgood', 'atmospheric', 'indierock', 'shoegaze', 'mellow', 'descoperiri', 'special', 'newage', 'coisadedeus', 'skinssoundtrack', 'krutt', 'soundtrack', 'acoustic', 'barkbarkdisco', 'psychedelic', 'chillout', 'soothing', 'exhilarating', 'calming', 'alternativerock', 'bidahadinlicem', 'drugmusic', 'melancholic', 'nostalgia', 'inthewitchhousefamily', 'inthechillwavefamily', 'pastel', 'ilovethissong', 'justchillin', 'hoytengoganasdellorar', 'sigurros', 'favorite', 'best', 'favoriteartist', 'downtempo', 'live', 'shoegazer', 'epic', 'amazing', 'folk', 'progressiverock', 'genius', 'relaxing', 'relax', '00s', 'ichliebedich', 'mustseelivebeforedying', 'avantgarde', 'minimal', 'melancholy', 'awesome', 'progressive', 'love', 'classical', 'minimalist', 'minimalism', 'angelic', 'etheric', 'favoritesong']",2010,153
413,413,Tokyo Police Club,indierock,indie,canadian,"['indie', 'indierock', 'alternative', 'postpunk', 'canadian', 'robots', 'artrock', 'needtoseelive', 'awesome', 'postpunkrevival', 'malevocalists', 'indieluv', 'idolo', 'rock', 'loveatfirstlisten', '2010', 'thevampirediaries']",2008,18
414,414,The Kills,indie,indierock,alternative,"['ambient', 'idm', 'indie', '3', 'loveatfirstlisten', 'excellentreasonforcrying', 'theseguysfuckingrule', 'butthepartydontstop', 'fuckubitch', 'songsicanactuallylistentoonrepeat', 'iwishicouldmakeavideoforthis', 'ihaveadefinitefavoritepartinthissong', 'icanandwilllistentothissongallday', 'tracksiwouldputonamoviesoundtrack', 'alternative', 'alternativerock', 'indierock', 'british', 'electronica', 'postpunk', 'rock', 'garagerock', 'skinssoundtrack', 'femalevocalists', 'tbu', 'postpunkrevival', 'seenlive', 'idolo', 'electronic', 'atmospheric', 'hardrock', 'uk', 'awesome', 'handclaps', 'gossipgirl']",2010,38
415,415,MÃ³veis Coloniais de Acaju,rock,alternative,alternativerock,"['rock', 'alternativerock', 'alternative', 'indierock', 'indiepop', 'malevocalists', 'brasil', 'brazilian', 'indie', 'ska', 'seenlive', 'experimental', 'awesome', 'loveatfirstlisten']",2009,22
416,416,MombojÃ³,brazilian,brasil,alternative,"['alternative', 'brazilian', 'mpb', 'brasil', 'rock', 'seenlive', 'samba', 'alternativerock', 'indie', 'indierock', 'folk', 'relaxing', 'relax', 'cute', 'lounge', 'jazz', 'soul']",2010,11
417,417,Bat for Lashes,indie,alternative,femalevocalists,"['alternative', 'indie', 'singersongwriter', 'experimental', 'femalevocalist', 'chillout', 'femalevocalists', 'acoustic', 'beautiful', 'folk', 'piano', 'sad', 'magik', 'goddesses', 'indiepop', '3', 'energetic', 'cool', 'descoperiri', 'aana', 'ladytronica', 'pastel', 'ambient', 'pocahontas', 'thebest', 'downtempo', 'pop', 'avantgarde', 'british', 'dreampop', 'indietronica', 'lofi', 'triplej', 'seenlive', 'electronic', 'atmospheric', 'rock', 'alternativerock', 'indierock', 'psychedelic', 'epic', 'lovely', 'brilliant', 'perfect', 'loveatfirstlisten', 'fuckingawesome', 'genius', 'mellow', 'relaxing', 'dreamy', 'cute', 'sweet', 'songsiabsolutelylove', 'effy', 'girlamazing', 'heartbroke', 'melroseplace', 'uk']",2010,57
418,418,The Strokes,indie,rock,alternative,"['electronic', 'rock', 'alternative', 'indie', 'newyork', 'rocknroll', 'newwave', 'alternativerock', 'indierock', 'punk', '00s', 'american', 'garagerock', 'postpunk', 'awesome', 'favorites', 'love', 'thestrokes', 'rockband', 'beautiful', 'rockandroll', 'classicrock', 'straightupmodernrock', 'garage', 'garagerockrevival', 'dance', 'thesrokes', 'strokesrulemylife', 'kih', 'hardrock', 'poprock', 'songstofeelhappyto', 'soundtrack', 'britpop', 'postpunkrevival', 'demos', 'ifuckinglovethissong', 'seenlive', '3', 'wanttoseelive', 'time', 'amazing', 'happy', '90s', 'nyc', 'kindofbeautifulswoonworthyandtimestopping', 'tinosoft', 'rawr', 'usa']",2008,184
419,419,Yeah Yeah Yeahs,indierock,indie,alternative,"['indierock', 'rock', 'alternative', 'indie', 'myspace', 'rockhard', 'femalevocalists', 'electronic', 'dance', 'punk', 'garagerock', 'goddesses', 'straightupmodernrock', 'avantgarde', 'experimental', 'riotgrrrl', 'songsiveobsessedover', 'remix', 'synthpop', 'alternativerock', 'gossipgirl', 'gorgeous', 'loveatfirstlisten', 'fuckingawesome', 'femalevocalist', 'skinssoundtrack', 'favorites', 'catchyashell', 'lunic', 'sofuckinggood', 'favorite', 'favoritesongs', 'yeahfuckinyeah', 'nowave', 'seenlive', 'newwave', 'femalevocals', 'awesome', 'perfect', 'mellow', 'dreamy', 'sad', 'cool', 'songsiabsolutelylove', 'awesomeness', 'girlamazing', 'heartbroke', 'smashitup', 'american', 'melroseplace']",2009,128
420,420,Rilo Kiley,indierock,indiepop,indie,"['alternative', 'indie', 'indierock', 'femalevocalists', 'indiepop', 'songsiveobsessedover', 'seenlive', 'rock', 'newwave', '80s', 'singersongwriter', 'grunge', 'postpunk', 'britpop', 'acousticrock', 'u2', 'beautiful', 'folk', 'cool', 'amazing', 'notemo', 'songstodownloadlater', 'songsthatmakemehappyinthepantsd', 'songsthatmakemewanttomakelove', 'itsthreesecondsinandialreadylikethissongmuchomuchop']",2005,21
421,421,The Cribs,indierock,indie,british,"['indie', 'indierock', 'british', 'alternative', 'punk', 'postpunk', 'sxsw2006', 'indieluv', 'inlove', 'alternativerock', 'seenlive', 'leeds', 'lmsartist', 'westyorkshire', 'thevampirediaries']",2008,17
422,422,The Libertines,indie,indierock,british,"['alternative', 'indie', 'indierock', 'rocknroll', 'legenderysong', 'rock', 'british', 'alternativerock', 'britpop', 'punk', 'garagerock', 'songsiveobsessedover', 'arcady', 'myfavorites', 'punkrock', 'acoustic', 'softrock', 'guiltypleasure', 'favoritesongs', 'malevocalists', 'handclaps', 'tambourine', 'songsisingintheshower', 'live', 'amazing', 'perfect', 'happy', 'genius', 'uk', 'postpunkrevival']",2010,58
423,423,The Smiths,80s,indie,alternative,"['80s', 'powerpop', 'alternative', 'indierock', 'groove', 'indie', 'postpunk', 'newwave', 'rock', 'british', 'indiepop', 'collegerock', 'alternativerock', 'uk', 'classicrock', 'gothicrock', 'dark', 'favoritetracks', 'greatlyrics', 'pop', 'thesmiths', 'myfavorites', 'poprock', 'malevocalist', 'death', 'sex', 'political', 'cities', 'bittersweetpop', 'questions', 'time', 'favtrackofaband', 'instrumental', 'live', 'cover', 'remix', 'manchester', 'single', 'bside', 'edit', 'calssico', 'favouritebands', 'bestsongsintheworld', 'tracksiwanttoseeonlastfm', 'songstofeelhappyto', 'bregarock', 'genios', 'arte', 'mostfavoritesongever', 'britpop', 'singersongwriter', 'malevocalists', 'ohmydamn', 'grunge', 'acousticrock', 'u2', 'jukeboxproject', 'cutebutslightlysinister', 'partofmywholelife', 'unforgattable', 'sad', 'ichliebedich', 'towriteloveonmyarms', 'heartbroke', 'epic', 'favoritebands', 'newwaveandeighties']",2009,162
424,424,Kate Nash,femalevocalists,indie,british,"['indie', 'goodmusic', 'singersongwriter', 'pop', 'rock', 'indierock', 'femalevocalists', 'british', 'indiepop', 'female', 'piano', 'uk', 'catchy', 'folk', 'femalevocalist', 'catchyashell', 'ilikeitbutidontknowwhy', 'fantastic', 'coolas', 'seenlive', 'pretty', 'lovesong', 'happy', 'sweet', 'singalong', 'albumfavourite', 'ilovethissong', 'riotgrrl', 'neonspace', 'inlove', 'alternative', 'alternativepop', 'lovely', '00s', '10s', '2010', '2007', 'unitedkingdom', 'cockney', 'pianorock', 'chillout', 'atmospheric', 'alternativerock', 'acoustic', 'awesome', 'fun', 'cute', 'favorites', 'femalevocals', 'cool', 'phoda']",2008,80
425,425,Wolf Parade,indie,canadian,indierock,"['alternative', 'indie', 'seenlive', 'songsiveobsessedover', 'indierock', 'indiepop', 'canadian', 'favorites', 'lastfm', 'favoritesongs', 'newalbumloves', 'indieluv', 'idolo', 'rock', 'jukeboxproject', '2010', 'notemo', 'songstodownloadlater', 'awesomeinyourface']",2007,7
426,426,Klaxons,indie,newrave,indierock,"['newrave', 'wooooooaaaaahh', 'indie', 'indierock', 'electronic', 'punk', 'british', 'alternative', 'klaxons', 'alternativerock', 'ouifm', 'progressiverock', 'britpop', 'newwave', 'synth', 'mellow', 'epiccover', 'electro', 'nurave', 'cover', 'neonspace', 'idolo', 'recos', 'remix', 'experimental', 'dance', 'psychedelic', 'awesome', 'cool', 'party', 'electroindie', 'uk']",2010,77
427,427,Broken Social Scene,indie,indierock,postrock,"['postrock', 'canadian', 'indie', 'electronic', 'alternative', 'indierock', 'seenlive', 'songsiveobsessedover', 'oneofmyfavoritesongsthatialwaysforgetabout', 'chill', 'barkbarkdisco', 'favorites', 'farbetterthantheoriginal', 'fanfuckingtastic', 'acoustic', 'rock', 'indiepop', 'chillout', 'ambient', 'downtempo', 'triphop', 'instrumental', 'progressiverock', 'dreampop', 'mellow', 'lofi', 'indietronica', 'noisepop', 'experimental', 'spacerock', 'bliss', 'yay']",2008,35
428,428,Spoon,rock,alternative,indie,"['rock', 'american', '10s', '2010', 'marisamix', '44', 'guitarsolo', 'alternativerock', 'alternative', 'indie', 'indierock', '00s', 'bass', 'experimental', 'folk', 'altcountry', 'seenlive', 'songsiveobsessedover', 's', 'indiepop', 'cigarettes', 'descoperiri', 'synthpop', 'canadian', '80s', 'guiltypleasure', 'sxsw2006', 'indieluv', 'fave', 'fun', 'mellow', 'notemo', 'songstodownloadlater']",2009,29
429,429,Black Lips,psychedelic,punk,lofi,"['psychedelic', 'punk', 'lofi', 'seenlive', 'party']",2009,4
430,430,The Smashing Pumpkins,alternativerock,rock,alternative,"['rock', 'alternativerock', 'alternative', 'grunge', 'marisamix', '3', 'loveatfirstlisten', 'justmakesyoufeelgood', 'awesome', 'newwave', 'hardrock', 'indierock', 'american', '90s', 'favorites', 'mellow', 'straightupmodernrock', 'alternativemetal', 'progressivemetal', 'experimental', 'billycorgan', 'smashingpumpkins', 'bestbandever', 'rockerchick', 'epic', 'makesmebad', 'amazinggrace', 'cool', 'aana', 'compositions', 'indie', 'theshield', 'death', 'psychedelic', 'guitarsolo', 'acoustic', 'bside', '00s', 'atmospheric', 'melancholy', 'singersongwriter', 'favoritesongs', 'favouritebands', 'betterthanmetallica', 'bestsongsofthe00s', 'classicrock', 'postgrunge', 'amazing', 'sexy', 'albumsiown', 'favorite', '1996', 'hoytengoganasdellorar', 'favourites', 'myfavband', 'loveband', 'ilovedthem', 'progressiverock', 'shoegaze', 'fuckingawesome', 'ohmydamn', 'lovethissong', 'usa', 'cover', 'thesongsthatmakemesickwithbutterflies', 'othergreattracks', 'instrumental', 'gluhie90e']",2008,124
431,431,She & Him,indie,folk,singersongwriter,"['indie', 'femalevocalists', 'singersongwriter', 'indiepop', 'femalevocalist', 'piano', '2008', 'chill', 'harmonies', 'folk', 'loveatfirstlisten', 'wordsarecheaptodescribemylove', 'happyhappyjoyjoy', 'allthebest', 'bestsongsofthe00s', 'cesar', 'alternative', 'fun', 'beautifultrack', 'marrymezooeydeschanel', 'pop', 'poprock', 'powerpop', 'chillout', 'acoustic', 'amazing', 'awesome', 'lovely', 'brilliant', 'perfect', '2010', 'fuckingawesome', 'genius', 'mellow', 'relaxing', 'dreamy', 'cute', 'sweet', 'songsiabsolutelylove', '00s', 'polecane', 'greatbeatlescover']",2010,42
432,432,O Teatro MÃ¡gico,brazilian,mpb,folk,"['folk', 'brazilian', 'brasil', 'mpb', 'thalita', 'brazil', 'alternative', 'brilliant', 'perfect', 'genius']",2007,17
433,433,Los Hermanos,brazilian,mpb,rock,"['rock', 'alternativerock', 'indie', 'brazilian', 'mpb', 'brasil', 'brazil', 'alternativo', 'alternative', 'indierock', 'bossanova', 'riodejaneiro', 'exska', 'ska', 'bossarock', 'rockbrasil', 'hardcore', 'acoustic', 'poetry', 'musicapopularbrasileira', 'seenlive', 'brazilianrock', 'loved', 'sambarock', 'beautiful', 'perfect', 'happy', 'fuckingawesome', 'mellow', 'relax', 'cute', 'sweet', 'songsiabsolutelylove', 'loshermanos', 'fail', 'girlnamesongs', 'tedio']",2008,95
434,434,Animal Collective,experimental,indie,folk,"['goodmusic', 'ambient', 'idm', 'experimental', 'indie', 'indierock', 'folk', 'nostalgia', 'avantgarde', 'jazz', 'postrock', 'puresex', 'experimentalrock', 'psychedelicpopelectronica', 'seenlive', 'songsiveobsessedover', 'noisepop', 'freakfolk', 'psychedelicpop', 'psychedelicfolk', 'check', 'newweirdamerica', 'overratedhipstergarbage', 'fourwallsandadobeslabsformagurls', 'tamir', 'gibrishh', 'whattheyworselive', 'hipstergarabe', 'brothersport', 'noise', 'digitalsignalprocessing', 'bestsongever', 'chillout', 'electronic', 'dreamy', 'psychpop', 'psychedelic', 'notemo', 'songstodownloadlater', 'awesomeness', 'thesongsthatmakemesickwithbutterflies', 'favoritesong']",2009,55
435,435,Joy Division,postpunk,newwave,80s,"['newwave', '80s', 'postpunk', 'genious', 'scholessong', 'zadrotstvo', 'ohmsweetohm', 'alternative', 'indie', 'british', 'uk', 'gothicrock', 'classicrock', 'dark', '70s', 'favourites', 'tagyoursongsproperly', 'artists', 'nostalgia', 'thedarknesslitgless', 'joydivisiontheuglybeatifull', 'andthedarknesslightless', 'thebeatifullugly', 'disorderfromjoydivisionpostpunk', 'experimentalrock', 'rock', 'alternativerock', 'gothrock', 'ambient', 'electronic', 'experimental', 'industrial', 'gothic', 'punk', 'goth', 'manchester', 'vikingquest', 'grunge', 'myfavorites', 'depression', 'loveatfirstlisten', 'genius', 'hypnotic', 'bestsongsever', 'apieceofme', 'barkbarkdisco', 'bark', 'days', 'melancholy', 'indierock', '00s', 'depressive', 'cool', 'live', 'faves', 'english', 'datriff', 'eldad', 'joydivision', 'classico', 'songstofeelhappyto', 'depressivesynth', 'brokenclash', 'inthechillwavefamily', 'idolo', 'ilovemydadtaste', 'synthpop', 'instrumental', 'malevocalists', 'shoegaze', 'alsolike', 'jukeboxproject', 'britpop', 'darkwave', 'depressing', 'dancearoundyourbedroom', 'oneofthebesttracksever', 'isolation', 'iancurtis', 'sad', 'favoritebands', 'newwaveandeighties']",2008,141
