,tagID,tagValue
2993,2993,cem
2994,2994,efe
2995,2995,tech house
2996,2996,hipster garbage
2997,2997,hipster
2998,2998,chanson francaise
2999,2999,favorite tracks
3000,3000,essential ballads
3001,3001,creepy
3002,3002,bunny
3003,3003,euro
3004,3004,happy hardcore
3005,3005,video game
3006,3006,furry
3007,3007,kirby
3008,3008,einhander
3009,3009,square enix
3010,3010,squaresoft
3011,3011,orchestral
3012,3012,madona
3013,3013,cirque du soleil
3014,3014,romolo di prisco
3015,3015,hurricane
3016,3016,yiff
3017,3017,luxo
3018,3018,depre music
3019,3019,bitches
3020,3020,ja chorei horrores
3021,3021,mar
3022,3022,kat deluna
3023,3023,hard core
3024,3024,very underrated
3025,3025,bluegrass
3026,3026,slowcore
3027,3027,cinematic
3028,3028,spacious
3029,3029,lost integrity
3030,3030,boards of canada
3031,3031,aphex twin
3032,3032,one on twoism
3033,3033,casino versus japan
3034,3034,do aliens dance in four four
3035,3035,ghostrock
3036,3036,analog
3037,3037,trills
3038,3038,hexagon sun
3039,3039,thought bandit
3040,3040,twosim
3041,3041,illuminant
3042,3042,olympia
3043,3043,power-indie
3044,3044,ghost and the drum machines
3045,3045,triphop
3046,3046,jared maple
3047,3047,warp
3048,3048,limbo
3049,3049,human condition
3050,3050,blurrypup
3051,3051,oldtunes
3052,3052,trip-hope
3053,3053,mankind
3054,3054,futuristic house
3055,3055,bitkins
3056,3056,alpha centauri rock
3057,3057,moon rock
3058,3058,mars rock
3059,3059,washington
3060,3060,vangelis
3061,3061,cinematic folk
3062,3062,fabulist
3063,3063,magik
3064,3064,gothic hip-hop
3065,3065,the smiths
3066,3066,suede
3067,3067,elbow
3068,3068,haven
3069,3069,bauer
3070,3070,interpol
3071,3071,cinematic rock
3072,3072,metallica
3073,3073,pantera
3074,3074,excellent
3075,3075,duran my fave from wedding album
3076,3076,love duran jt
3077,3077,jt duran andy
3078,3078,brillant lyrics
3079,3079,extreme power metal
3080,3080,dragonforce
3081,3081,melodic heavy metal
3082,3082,dream theater
3083,3083,iced earth
3084,3084,children of bodom
3085,3085,blind guardian
3086,3086,anthrax
3087,3087,kamelot
3088,3088,guitar gods
3089,3089,aina
3090,3090,arch enemy
3091,3091,new jack swing
3092,3092,thriller
3093,3093,acapella
3094,3094,singles i own
3095,3095,laid back
3096,3096,relaxed
3097,3097,britsong
3098,3098,gorillaz
3099,3099,the killers
3100,3100,the veronicas
3101,3101,night
3102,3102,duo
3103,3103,unsigned
3104,3104,optur
3105,3105,nostalgi
3106,3106,tyler adam
3107,3107,brandy
3108,3108,harmonies
3109,3109,timbaland
3110,3110,missy elliott
3111,3111,tweet
3112,3112,aaliyah
3113,3113,kiley dean
3114,3114,contemporary rnb
3115,3115,mya
3116,3116,nelly furtado
3117,3117,ginuwine
3118,3118,monica
3119,3119,kelly rowland
3120,3120,janet jackson
3121,3121,bubba sparxxx
3122,3122,game soundtrack
3123,3123,sid metal
3124,3124,romy
3125,3125,little
3126,3126,miss
3127,3127,flapper
3128,3128,low
3129,3129,nick album release pop rock dark pop
3130,3130,cascada
3131,3131,delta goodrem
3132,3132,mika
3133,3133,kate ryan
3134,3134,anal pop
3135,3135,best band of the world
3136,3136,anti-emo
3137,3137,k-on
3138,3138,beatbox
3139,3139,ukrainian pop
3140,3140,women
3141,3141,glee cast
3142,3142,chick music
3143,3143,eargasm
3144,3144,glee season 2
3145,3145,defiant
3146,3146,reminds me of friends
3147,3147,play it loud
3148,3148,songs on repeat
3149,3149,awesome lyrics
3150,3150,tv theme song
3151,3151,unnecessarily long titles
3152,3152,better than the whores version
3153,3153,too good for a fucking twilight sequel
3154,3154,ponto
3155,3155,cazuza
3156,3156,rappa
3157,3157,bosnian metal
3158,3158,porngrind
3159,3159,urlikanje
3160,3160,bosnian dub
3161,3161,southern metal
3162,3162,chinese
3163,3163,cantonese
3164,3164,flamenco
3165,3165,orchestra
3166,3166,string
3167,3167,drum
3168,3168,garbage
3169,3169,and one
3170,3170,techno rock
3171,3171,taylor
3172,3172,sick
3173,3173,poetic
3174,3174,acid
3175,3175,trashy
3176,3176,scene
3177,3177,jimmy-anarchy
3178,3178,legendery song
3179,3179,me
3180,3180,supreme
3181,3181,breaking through
3182,3182,crunk
3183,3183,cry
3184,3184,jj
3185,3185,dirty
3186,3186,suck me fuck me
3187,3187,radio killa
3188,3188,urban contemporary rnb
3189,3189,symphonic prog
3190,3190,neo-prog
3191,3191,atmospheric rock
3192,3192,canterbury scene
3193,3193,progressive black metal
3194,3194,prog folk
3195,3195,symphonic rock
3196,3196,zeuhl
3197,3197,fusionmetal
3198,3198,progressive electronic
3199,3199,psychedelic pop
3200,3200,psychedelic folk
3201,3201,melancholic rock
3202,3202,death doom metal
3203,3203,baroque pop
3204,3204,soundscapes
3205,3205,world fusion
3206,3206,glitch-hop
3207,3207,indietronic remix
3208,3208,franz ferdinand
3209,3209,the kooks
3210,3210,the fratellis
3211,3211,dirty pretty things
3212,3212,the pigeon detectives
3213,3213,kaiser chiefs
3214,3214,kasabian
3215,3215,snow patrol
3216,3216,the rascals
3217,3217,kings of leon
3218,3218,we are scientists
3219,3219,ok go
3220,3220,maximo park
3221,3221,elertronic
3222,3222,my chemical romance
3223,3223,the automatic
3224,3224,the cinematics
3225,3225,acous
3226,3226,air traffic
3227,3227,klaxons
3228,3228,the rakes
3229,3229,good shoes
3230,3230,one night only
3231,3231,reasons
3232,3232,rob fusari
3233,3233,broussard
3234,3234,lelia broussard
3235,3235,lelia
3236,3236,fusari
3237,3237,stefani gemanotta
3238,3238,milkboy coffee house
3239,3239,adam young
3240,3240,jazzy
3241,3241,under 200 listener
3242,3242,detroit
3243,3243,g unit
3244,3244,g-unit
3245,3245,west coast
3246,3246,adnet humor mtv marcelo
3247,3247,alo brother
3248,3248,monange
3249,3249,twitter
3250,3250,verde
3251,3251,the luxo ahazante tour
3252,3252,shitney
3253,3253,playback
3254,3254,pura uncao
3255,3255,puro fogo
3256,3256,pure fire
3257,3257,vixe
3258,3258,lixa
3259,3259,fuck you i just want to dance and drink tonight
3260,3260,sexy pop
3261,3261,sexy bitches do it better
3262,3262,folk pop
3263,3263,danish
3264,3264,this song should be single
3265,3265,atmospheric black metal
3266,3266,steampunk
3267,3267,ritual dark ambient
3268,3268,finnish black metal
3269,3269,occult
3270,3270,power electronics
3271,3271,kenneth anger
3272,3272,black noise
3273,3273,melodic black metal
3274,3274,black math blackmath chicago
3275,3275,hauntology
3276,3276,apocalyptic folk
3277,3277,coldwave
3278,3278,hynagogic
3279,3279,female psychobilly
3280,3280,fetish
3281,3281,neugaze
3282,3282,ghost drone
3283,3283,martial ambient
3284,3284,horror ambient
3285,3285,sound collage psychedelia electronic folk
3286,3286,whitemorgue
3287,3287,painting the end
3288,3288,black funeral doom
3289,3289,lips songs
3290,3290,vocally perfect
3291,3291,songs that make me sleepy
3292,3292,songs i like to sing
3293,3293,shit hot beat
3294,3294,crap
3295,3295,songs to make love to
3296,3296,makes me happy
3297,3297,pretentious
3298,3298,makes me want to dance
3299,3299,summer songs
3300,3300,mash up
3301,3301,awful singing
3302,3302,passion
3303,3303,good for working out to
3304,3304,explicit
3305,3305,memories
3306,3306,songs that tell a story
3307,3307,teenage angst
3308,3308,i saw them live
3309,3309,wizard rock
3310,3310,japanesey
3311,3311,euro dance
3312,3312,i dont give a fuck
3313,3313,kabriana
3314,3314,2010 new release
3315,3315,surrender
3316,3316,top ten
3317,3317,new releases
3318,3318,cyndi lauper
3319,3319,sandra
3320,3320,mara maravilha
3321,3321,boney m
3322,3322,anna nicole smith
3323,3323,black eyed peas
3324,3324,the pussycat dolls
3325,3325,pcd
3326,3326,nicole scherzinger
3327,3327,avril lavigne
3328,3328,kelly clarkson-because of you
3329,3329,kammylla
3330,3330,bep
3331,3331,nicole
3332,3332,break the ice
3333,3333,the pussycat dolls - stickwitu
3334,3334,pcd - stick with you
3335,3335,pussycat dolls- stickwitu
3336,3336,gwen
3337,3337,kiss kiss
3338,3338,wind it up
3339,3339,wind it up gwen stefani
3340,3340,pink
3341,3341,amy winehouse
3342,3342,get me bodied- beyonce
3343,3343,beyonce - get me bodied
3344,3344,beyonce - irreplaceable
3345,3345,clumsy
3346,3346,umbrella
3347,3347,be good to me
3348,3348,fergie clumsy
3349,3349,ring the alarm
3350,3350,scotland
3351,3351,not 4-4 time
3352,3352,the slow-mo
3353,3353,notorious
3354,3354,glasgow
3355,3355,sea
3356,3356,longing
3357,3357,resignation
3358,3358,bitter
3359,3359,separation
3360,3360,thunder
3361,3361,western-ish
3362,3362,football
3363,3363,5 star song
3364,3364,journeys
3365,3365,menace
3366,3366,obsession
3367,3367,gtasa tracks
3368,3368,rousing
3369,3369,goosebumps
3370,3370,water
3371,3371,edinburgh
3372,3372,big 3
3373,3373,storm
3374,3374,sheffield
3375,3375,the focus the fear
3376,3376,real hard anime music
3377,3377,chalga
3378,3378,bulgarian rock
3379,3379,polish progressive metal
3380,3380,great songs
3381,3381,ur so gay
3382,3382,et
3383,3383,teenage dream
3384,3384,cast
3385,3385,etherial
3386,3386,biosphere
3387,3387,sigur ros
3388,3388,canada
3389,3389,amiina
3390,3390,buddha-bar
3391,3391,the album leaf
3392,3392,cocteau twins
3393,3393,bjork
3394,3394,budha bar
3395,3395,coleen
3396,3396,emiliana torrini
3397,3397,enigma
3398,3398,thievery corporation
3399,3399,delerium
3400,3400,musetta
3401,3401,massive attack
3402,3402,halou
3403,3403,debussy
3404,3404,erik satie
3405,3405,slow dive
3406,3406,amethystium
3407,3407,enya
3408,3408,john cage
3409,3409,brian eno
3410,3410,atmospheric ambient classical
3411,3411,best cover
3412,3412,less than 3
3413,3413,wierd
3414,3414,cool stuff
3415,3415,real good
3416,3416,one of the best songs ever
3417,3417,stock aitken waterman
3418,3418,mama
3419,3419,totally rocks
3420,3420,thelma harper
3421,3421,raytown
3422,3422,totally bitchen
3423,3423,new wave happiness
3424,3424,tag your songs properly
3425,3425,artists
3426,3426,nz rock
3427,3427,new zealand
3428,3428,kiwi
3429,3429,regionalista
3430,3430,gauderia
3431,3431,gauchesca
3432,3432,caipira
3433,3433,tche
3434,3434,tche music
3435,3435,cbjr
3436,3436,brazilian rock
3437,3437,cyber metal
3438,3438,extreme metal
3439,3439,raw black metal
3440,3440,cold
3441,3441,fog
3442,3442,flood
3443,3443,plasma
3444,3444,washing over me
3445,3445,mountain tops snow melting thawing fire ice volcanos nature earth
3446,3446,knee slapping
3447,3447,bees buzzing
3448,3448,head spinning
3449,3449,determined yelling in a barren field under a gray sky
3450,3450,pop emo
3451,3451,acid hardcore
3452,3452,nyhc
3453,3453,us rock
3454,3454,chanson
3455,3455,rhythm & blues
3456,3456,madchester
3457,3457,swingabilly
3458,3458,hillbilly
3459,3459,touching
3460,3460,not me not i
3461,3461,soulful
3462,3462,the true winners of the x factor 2009
3463,3463,tight
3464,3464,new york shit
3465,3465,phat
3466,3466,the truth
3467,3467,real talk
3468,3468,good shit
3469,3469,ill
3470,3470,the good stuff
3471,3471,great lyricists
3472,3472,solid
3473,3473,brooklyn
3474,3474,poignant
3475,3475,roc-a-fella
3476,3476,neat
3477,3477,dipset
3478,3478,real hip-hop
3479,3479,fiya
3480,3480,banger
3481,3481,superb
3482,3482,d-block
3483,3483,dope cut
3484,3484,east coast rap
3485,3485,ruff ryders
3486,3486,witty
3487,3487,lyricism
3488,3488,assertive
3489,3489,mean
3490,3490,high school
3491,3491,messy
3492,3492,kinsella
3493,3493,reverb
3494,3494,royksopp
3495,3495,trentemoller
3496,3496,trentemller
3497,3497,r'n'b
3498,3498,armand van helden
3499,3499,axwell
3500,3500,out of office
3501,3501,loved
3502,3502,skandinavian music
3503,3503,night music
3504,3504,elektropop
3505,3505,norge
3506,3506,turkish
3507,3507,gitar
3508,3508,instrumental rock
3509,3509,blacksea
3510,3510,karadeniz
3511,3511,ozgun
3512,3512,world indie
3513,3513,blues-rock
3514,3514,garage punk
3515,3515,contemporary classical
3516,3516,sounds of the universe
3517,3517,u2
3518,3518,meditation
3519,3519,drone ambient
3520,3520,must have
3521,3521,self made music
3522,3522,musical installation
3523,3523,forbidden sounds group
3524,3524,ethno
3525,3525,free download
3526,3526,russia
3527,3527,pagan
3528,3528,1969
3529,3529,1971
3530,3530,ronni-rock
3531,3531,awesome guitar jams
3532,3532,jimmy page
3533,3533,favourite songs
3534,3534,70s rock
3535,3535,tolkien
3536,3536,led zeppelin tracks
3537,3537,harmonica
3538,3538,cowbell
3539,3539,awesomeness in the form of sound
3540,3540,zeppelin
3541,3541,things i like
3542,3542,songs that make me sad in a good way
3543,3543,one time
3544,3544,never let you go
3545,3545,selena
3546,3546,lhp
3547,3547,signed
3548,3548,dj gk
3549,3549,deja vue
3550,3550,vince clarke
3551,3551,southampton
3552,3552,the k
3553,3553,lhp records
3554,3554,alberta
3555,3555,the mix kid
3556,3556,orlando
3557,3557,county
3558,3558,florida
3559,3559,us
3560,3560,his music describes my empty love
3561,3561,alone with everybody
3562,3562,human conditions
3563,3563,hot french
3564,3564,english romance
3565,3565,fuckable
3566,3566,and you wish you could hide
3567,3567,sadjes
3568,3568,pirry
3569,3569,the world guess by pirry
3570,3570,tom petty
3571,3571,the darkness litgless
3572,3572,joy division - the ugly beatifull
3573,3573,and the darkness lightless
3574,3574,the beatifull ugly
3575,3575,disorder from joy division-post-punk
3576,3576,word best songs
3577,3577,vietnam
3578,3578,the rolling stones
3579,3579,lostfreeq
3580,3580,new beat
3581,3581,chef musinum
3582,3582,electro industrial
3583,3583,central point
3584,3584,pirates club lounge
3585,3585,independent
3586,3586,jean marc toma
3587,3587,fucking selfdeep
3588,3588,trip beat
3589,3589,lestfm artist
3590,3590,electro trip
3591,3591,psychadelic
3592,3592,skinny puppy
3593,3593,electro trance
3594,3594,low tempo
3595,3595,dark music
3596,3596,poetic rock
3597,3597,post-jazz
3598,3598,pigface
3599,3599,-pearl fashion music
3600,3600,techno trance
3601,3601,ultimate favorite
3602,3602,mike patton
3603,3603,al jourgensen
3604,3604,funk metal
3605,3605,chaotic metalcore
3606,3606,weird
3607,3607,sound collage
3608,3608,pure sex
3609,3609,bds
3610,3610,ivete sangalo
3611,3611,ciara
3612,3612,hugo pena  gabriel
3613,3613,chicas picantes
3614,3614,happy metal
3615,3615,metal melodico
3616,3616,female-vocalists
3617,3617,death hardcore
3618,3618,via
3619,3619,daddy
3620,3620,cutest thing
3621,3621,lets move
3622,3622,just cool
3623,3623,brat2
3624,3624,really sad thing
3625,3625,bono
3626,3626,london
3627,3627,incomparable
3628,3628,finnish metal
3629,3629,finland
3630,3630,symphonic power metal
3631,3631,old school black metal
3632,3632,symphonic
3633,3633,nordic metal
3634,3634,true norwegian black metal
3635,3635,norwegian metal
3636,3636,music for my soul
3637,3637,braindance
3638,3638,pozitive
3639,3639,brain massaging device
3640,3640,soft music
3641,3641,notre dame de paris
3642,3642,to com for my brain
3643,3643,mixture rock
3644,3644,nitre dame de paris
3645,3645,noise-rock
3646,3646,electro post rock
3647,3647,musicle
3648,3648,hardcore trance
3649,3649,psy
3650,3650,maybe post rock
3651,3651,xtc
3652,3652,favorite lyrics
3653,3653,zajebiste
3654,3654,super
3655,3655,franek
3656,3656,franek kimono
3657,3657,diffrent
3658,3658,super extra
3659,3659,awsome lirycs
3660,3660,the the
3661,3661,wilco
3662,3662,northampton
3663,3663,gomez
3664,3664,the national
3665,3665,david bowie
3666,3666,cracker
3667,3667,the replacements
3668,3668,badly drawn boy
3669,3669,calexico
3670,3670,jim morrison
3671,3671,camper van beethoven
3672,3672,califone
3673,3673,the doors
3674,3674,paul westerberg
3675,3675,mystics anonymous
3676,3676,andrew bird
3677,3677,nick cave
3678,3678,boredoms
3679,3679,ooioo
3680,3680,iron horse
3681,3681,matt pond pa
3682,3682,wye oak
3683,3683,score
3684,3684,haunt
3685,3685,ted leo
3686,3686,the hold steady
3687,3687,the shins
3688,3688,archers of loaf
3689,3689,american football
3690,3690,john lurie
3691,3691,band of horses
3692,3692,the new pornographers
3693,3693,chuck norris approves
3694,3694,johnny depp
3695,3695,alan rickman
3696,3696,peace
3697,3697,nemesea
3698,3698,nemesea lost inside
3699,3699,chanteur de cris
3700,3700,punk musette
3701,3701,gospel brasil
3702,3702,anime soundtrack
3703,3703,2000s
3704,3704,epic horns
3705,3705,real blues
3706,3706,pissed off
3707,3707,novelty
3708,3708,paigecore
3709,3709,female pop singer
3710,3710,piano songs
3711,3711,funny lyrics
3712,3712,simlish
3713,3713,the sims 2: pets
3714,3714,twins
3715,3715,the sisterhood of traveling pants
3716,3716,piano song
3717,3717,pop 90
3718,3718,fave songs ever
3719,3719,indie british
3720,3720,american trad rock
3721,3721,plagiadora
3722,3722,punk horror
3723,3723,fighter
3724,3724,dirrty
3725,3725,ndw
3726,3726,humppa
3727,3727,megahumppa
3728,3728,excessive12inch
3729,3729,omd
3730,3730,guitar greats
3731,3731,early league
3732,3732,midge ure
3733,3733,rock-ballad
3734,3734,pedobear does approve
3735,3735,blue
3736,3736,splin
3737,3737,rockapops
3738,3738,jesus
3739,3739,android
3740,3740,bands
3741,3741,crow
3742,3742,philosophy
3743,3743,mood
3744,3744,tender
3745,3745,brazilian bands
3746,3746,sinewave
3747,3747,psicodelico
3748,3748,loca
3749,3749,jackson 5
3750,3750,avril
3751,3751,everlife
3752,3752,veronicas
3753,3753,jojo
3754,3754,jonas brothers
3755,3755,aly aj
3756,3756,goddesses
3757,3757,straight up modern rock
3758,3758,weirdness
3759,3759,feelgood
3760,3760,sex rock
3761,3761,beautifulsad
3762,3762,britrock
3763,3763,falsetto
3764,3764,live recording
3765,3765,ritual music
3766,3766,southern fried rock
3767,3767,spoken word
3768,3768,prophets
3769,3769,strings
3770,3770,dance beat rock
3771,3771,epic rock
3772,3772,mellow rock
3773,3773,quiet
3774,3774,creep
3775,3775,diante do trono
3776,3776,megadeth
3777,3777,kerry
3778,3778,'80s
3779,3779,wyjebany w kosmos thrash
3780,3780,nsbm
3781,3781,satan
3782,3782,mustaine
3783,3783,metallica death magnetic
3784,3784,horde
3785,3785,deep purple
3786,3786,acdc
3787,3787,mexico city
3788,3788,89
3789,3789,san diego
3790,3790,musical orgasm
3791,3791,30s
3792,3792,20s
3793,3793,dm
3794,3794,hutch
3795,3795,kurt
3796,3796,amazing lyrics
3797,3797,songs i absolutely love
3798,3798,sunday morning music
3799,3799,beautiful voice
3800,3800,all-time favourite albums
3801,3801,aly and aj
3802,3802,singer-songwriters
3803,3803,sisters
3804,3804,78violet
3805,3805,lindsay
3806,3806,lindsay lohan teen pop
3807,3807,rock chileno
3808,3808,opera rock
3809,3809,carey
3810,3810,tags
3811,3811,as
3812,3812,a voz mais bela de todas
3813,3813,esmaga as outras cantoras atuais
3814,3814,a melhor de todas
3815,3815,grande cantor
3816,3816,eterno rei
3817,3817,melhor da alemanha
3818,3818,legal
3819,3819,grandes
3820,3820,melhor banda feminina
3821,3821,muito boa
3822,3822,strange in moscow
3823,3823,melhor musica
3824,3824,melhor dos anos 80
3825,3825,exid records
3826,3826,spontanious
3827,3827,hardbass
3828,3828,disturb
3829,3829,multigen
3830,3830,av-hood
3831,3831,ultimate vampire song
3832,3832,sexy yes yes yes
3833,3833,best male singer ever
3834,3834,better than the a-side
3835,3835,reasons to get up in the morning
3836,3836,aphrodite
3837,3837,goddess of pop
3838,3838,melhor banda do mundo
3839,3839,hebrew
3840,3840,marry me
3841,3841,i can imagine that song in a movie
3842,3842,makes me feel sexy
3843,3843,i want to be independent listening to
3844,3844,malaria anthem
3845,3845,rainha
3846,3846,ringleader
3847,3847,hayzay
3848,3848,awesomesauce
3849,3849,pure win
3850,3850,xp8 ebm futurepop
3851,3851,futureundergroundcyberkore
3852,3852,bandas venezolanas
3853,3853,rocksteady
3854,3854,psicodelia
3855,3855,lovers rock
3856,3856,two tone
3857,3857,skinhead reggae
3858,3858,ska rocksteady
3859,3859,british reggae
3860,3860,venezuela
3861,3861,early reggae
3862,3862,j-ska
3863,3863,ska-jazz
3864,3864,rub-a-dub
3865,3865,afrobeat
3866,3866,ethiopian groove
3867,3867,makossa
3868,3868,mbalax
3869,3869,vudu
3870,3870,zulu
3871,3871,frobeat
3872,3872,juju-music
3873,3873,amazin voice soul to hot
3874,3874,psychedelic pop electronica
3875,3875,rap metal
3876,3876,desert rock
3877,3877,shoegazing
3878,3878,proto punk
3879,3879,really drunk
3880,3880,crabcore
3881,3881,specially addictive soundtrack
3882,3882,hamburger schule
3883,3883,legendary
3884,3884,pop legend
3885,3885,one of the best albums of 2010
3886,3886,the next princess of pop
3887,3887,mactonight fav
3888,3888,dancey
3889,3889,poppy
3890,3890,mactonight essential
3891,3891,spacey
3892,3892,midtempo
3893,3893,amazing live
3894,3894,essential
3895,3895,cuckoo
3896,3896,oriental
3897,3897,beat
3898,3898,lol
3899,3899,prune
3900,3900,long island
3901,3901,compressive rock
3902,3902,the funeral drums
3903,3903,saw
3904,3904,apologetic
3905,3905,blue eyed soul
3906,3906,tripped out
3907,3907,uses the term gay as an insult unrelated to homosexuality and through this causes a significant amount of confusion
3908,3908,dark cabaret
3909,3909,deep-house
3910,3910,balearic
3911,3911,wonky
3912,3912,nu-disco
3913,3913,laptop folk
3914,3914,home listening
3915,3915,indie dance
3916,3916,narcotic house
3917,3917,slow disco
3918,3918,western-africa psychedelia
3919,3919,nigerian funk
3920,3920,dub-house
3921,3921,future soul
3922,3922,dub-techno
3923,3923,dial
3924,3924,hyperdub
3925,3925,bassline
3926,3926,tech-house
3927,3927,eletronic
3928,3928,ryca
3929,3929,poderosa
3930,3930,poder
3931,3931,xuxa
3932,3932,luxuosa
3933,3933,rapido ricardo
3934,3934,diva sambista
3935,3935,heavymetal
3936,3936,syphonic metal
3937,3937,fucking great
3938,3938,dave is dancing
3939,3939,dave gahan is showing striptease
3940,3940,datura
3941,3941,electro rock
3942,3942,best album ever
3943,3943,guitar hero 3
3944,3944,painfull
3945,3945,sob
3946,3946,violator
3947,3947,magical
3948,3948,remastered
3949,3949,space age drama
3950,3950,stoke-on-trent
3951,3951,stoke
3952,3952,keele
3953,3953,jacobins
3954,3954,the jacobins
3955,3955,keele university
3956,3956,lp
3957,3957,slamming brutal death metal
3958,3958,canadian rock
3959,3959,guns n' roses
3960,3960,a day to remember
3961,3961,strike
3962,3962,lolene
3963,3963,the electrick hotel
3964,3964,neon
3965,3965,rich
3966,3966,lionheart
3967,3967,hard-heavy rock
3968,3968,hard prog
3969,3969,heavy prog
3970,3970,progressive rock related
3971,3971,pop/rock
3972,3972,italian progressive rock
3973,3973,italian symphonic prog
3974,3974,neo prog
3975,3975,folk prog
3976,3976,aor
3977,3977,early heavy metal
3978,3978,brazilian music
3979,3979,manguebeat
3980,3980,timbaland knock
3981,3981,somebody to love
3982,3982,dels
3983,3983,sarah brightman
3984,3984,heavy nopal
3985,3985,question of honor
3986,3986,luna
3987,3987,astrrid hadad
3988,3988,in the kingdom of darkness
3989,3989,wonderful world
3990,3990,norah jones
3991,3991,harem
3992,3992,its a beutiful song
3993,3993,this love
3994,3994,rainy days
3995,3995,carole king
3996,3996,xmas
3997,3997,voices of angels
3998,3998,levitation
3999,3999,talented ladies
4000,4000,galvao
4001,4001,alternativerock
4002,4002,popbritish
4003,4003,iconpop
4004,4004,pop/r&b
4005,4005,motown
4006,4006,popbrasil
4007,4007,lovesongs
4008,4008,classicmpb
4009,4009,funk carioca
4010,4010,we belong to the music
4011,4011,cyrus
4012,4012,lindsay lohan
4013,4013,paris hilton
4014,4014,satellite
4015,4015,eurovision 2010
4016,4016,inxs
4017,4017,billy corgan
4018,4018,smashing pumpkins
4019,4019,folk music
4020,4020,devotional
4021,4021,tatarcha
4022,4022,nine inch nais
4023,4023,nin
4024,4024,kmfdm
4025,4025,bronx
4026,4026,spandau ballet
4027,4027,depeche mode related
4028,4028,4ad
4029,4029,johnny
4030,4030,cocteau twins related
4031,4031,lottie
4032,4032,personal faves
4033,4033,siouxsie-solo
4034,4034,fashion related
4035,4035,lenda
4036,4036,legendaria
4037,4037,princessa do pop
4038,4038,full on
4039,4039,dance-punk
4040,4040,spanish indie pop
4041,4041,dominican
4042,4042,latin rock
4043,4043,very kvlt
4044,4044,killer drums
4045,4045,killer riffing
4046,4046,norway
4047,4047,mexican black metal
4048,4048,norsk arysk metal
4049,4049,kvlt
4050,4050,greek metal
4051,4051,epic black metal
4052,4052,swedish black metal
4053,4053,mexican metal
4054,4054,usbm
4055,4055,folk black metal
4056,4056,death thrash metal
4057,4057,unglaublich
4058,4058,andy bown
4059,4059,alan lancaster
4060,4060,john coghlan
4061,4061,francis rossi
4062,4062,rick parfitt
4063,4063,rhino edwards
4064,4064,jeff rich
4065,4065,matt letley
4066,4066,australia
4067,4067,old
4068,4068,bill
4069,4069,comets
4070,4070,haley
4071,4071,serge gainsbourg
4072,4072,jane birkin
4073,4073,psychadelic rock
4074,4074,gilmour
4075,4075,roger
4076,4076,waters
4077,4077,mason
4078,4078,rick
4079,4079,wright
4080,4080,david
4081,4081,syd
4082,4082,barrett
4083,4083,voice
4084,4084,paris
4085,4085,7th floor
4086,4086,foo fighters
4087,4087,van halen
4088,4088,kiss
4089,4089,steve vai
4090,4090,dickinson
4091,4091,british rock
4092,4092,drum'n'bass
4093,4093,black hoe recordings
4094,4094,mystification
4095,4095,albums i want to own
4096,4096,rhythm
4097,4097,bittersweet
4098,4098,jangly
4099,4099,badass
4100,4100,armenian language
4101,4101,one hit wonder
4102,4102,september
4103,4103,folk-pop
4104,4104,armenian
4105,4105,armenian folk
4106,4106,ethno-ballad
4107,4107,chant
4108,4108,gregorian
4109,4109,concert
4110,4110,beauty
4111,4111,director
4112,4112,queen forever
4113,4113,the best show
4114,4114,the best women singer
4115,4115,the richest singer
4116,4116,bigdrums
4117,4117,alt. rock
4118,4118,fear
4119,4119,bowie
4120,4120,makes me happy as fuck
4121,4121,earthling
4122,4122,god is an american
4123,4123,static-x
4124,4124,industrial nu metal
4125,4125,agresive metal
4126,4126,brit music
4127,4127,atmospheric rnb
4128,4128,dixie chicks
4129,4129,anti-bush
4130,4130,texas
4131,4131,anti-war
4132,4132,banjo
4133,4133,fuck bush
4134,4134,i miss you
4135,4135,songs i relate to
4136,4136,grammy
4137,4137,she kicks ass
4138,4138,heartache
4139,4139,heart breaking
4140,4140,december
4141,4141,makes me want to cry
4142,4142,queen of soul
4143,4143,tim mcgraw and gwyneth paltrow
4144,4144,miranda lambert
4145,4145,country women
4146,4146,rolling stone 500 greatest songs of all time
4147,4147,i love singing this
4148,4148,sad song
4149,4149,peace songs
4150,4150,girls kick ass
4151,4151,barrelhouse covers
4152,4152,tunes for a brother
4153,4153,voodoo women
4154,4154,delta blues
4155,4155,gospel of shawn
4156,4156,chicago blues
4157,4157,blues fusion
4158,4158,memphis blues
4159,4159,new orleans funk
4160,4160,new orleans
4161,4161,texas blues
4162,4162,neo-gospel
4163,4163,revolutionary
4164,4164,jazz guitar
4165,4165,outlaws and gypsys
4166,4166,bebop
4167,4167,cowboys
4168,4168,neo blues
4169,4169,southside of chicago
4170,4170,a brother and a friend
4171,4171,curious about
4172,4172,mad about
4173,4173,my teens
4174,4174,never enough
4175,4175,hindi
4176,4176,let's dance
4177,4177,work of art
4178,4178,heaven creation
4179,4179,strong
4180,4180,electrefing
4181,4181,divine
4182,4182,songs ive obsessed over
4183,4183,s
4184,4184,london 1993
4185,4185,awful
4186,4186,1990 in at nutshell
4187,4187,very dreamy
4188,4188,medley
4189,4189,divo
4190,4190,rock latin
4191,4191,lloyd banks
4192,4192,cashis
4193,4193,sexy songs
4194,4194,officially shit
4195,4195,better than hard candy
4196,4196,best of 2007
4197,4197,cine
4198,4198,avril lavgne
4199,4199,restart
4200,4200,hc
4201,4201,emotional hardcore
